1,1,311.5,0.23,400.25,114.42999999999999,1,1,1.0
1,2,92.2,0.27,225.92000000000002,63.16,1,1,1.0
1,3,0.0,12.62,17.06,30.520000000000003,1,1,1.0
1,4,54.8,61.27,121.41000000000001,58.63,1,1,1.0
2,1,311.3,0.23,400.45,114.42999999999999,1,1,1.0
2,2,92.27,0.26,225.72000000000003,63.06,1,1,1.0
2,3,0.0,17.4,10.1,22.300000000000004,1,1,1.0
2,4,36.4,58.1,117.19999999999999,58.4,1,1,1.0
3,1,310.7,0.23,401.05,114.42999999999999,1,1,1.0
3,2,92.34,0.26,225.52,62.95,1,1,1.0
3,3,0.0,24.1,3.4,16.4,1,1,1.0
3,4,19.9,55.7,114.29999999999998,55.7,1,1,1.0
4,1,310.1,0.23,401.65,114.42999999999999,1,1,1.0
4,2,92.41,0.25,225.32000000000002,62.85,1,1,1.0
4,4,4.0,52.3,109.4,56.0,1,1,1.0
5,1,309.5,0.23,402.25,114.42999999999999,1,1,1.0
5,2,92.48,0.25,225.12,62.74,1,1,1.0
5,4,0.0,50.0,93.4,53.8,1,1,1.0
6,1,308.95,0.23,401.04,113.89,1,1,1.0
6,2,92.55,0.24,224.92000000000002,62.64,1,1,1.0
6,4,0.0,47.0,75.9,52.5,1,1,1.0
7,1,308.4,0.23,399.83000000000004,113.35,1,1,1.0
7,2,92.61,0.24,224.72999999999996,62.53,1,1,1.0
7,4,0.0,45.2,59.0,49.39999999999999,1,1,1.0
8,1,307.85,0.23,398.61,112.81,1,1,1.0
8,2,92.68,0.24,224.52999999999997,62.419999999999995,1,1,1.0
8,4,0.0,41.7,43.4,46.67,1,1,1.0
9,1,307.3,0.23,397.40000000000003,112.27,1,1,1.0
9,2,92.75,0.23,224.33999999999997,62.32,1,1,1.0
9,4,0.0,44.6,27.8,37.529999999999994,1,1,1.0
10,1,307.22,0.23,397.41999999999996,112.14,1,1,1.0
10,2,92.82,0.23,224.14,62.21,1,1,1.0
10,4,0.0,49.1,12.2,26.800000000000004,1,1,1.0
10,5,917.82,188.69,42.17999999999995,66.96000000000001,1,1,1.0
11,1,307.14,0.23,397.45000000000005,112.02,1,1,1.0
11,2,92.89,0.22,223.94,62.11,1,1,1.0
11,5,869.6,181.7,90.39999999999998,85.69999999999999,1,1,1.0
12,1,307.07,0.23,397.46,111.89,1,1,1.0
12,2,92.96,0.22,223.74,62.0,1,1,1.0
12,5,822.2,173.6,137.29999999999995,90.9,1,1,1.0
13,1,306.99,0.23,397.49,111.77,1,1,1.0
13,2,93.03,0.21,223.54,61.9,1,1,1.0
13,5,778.4,159.5,181.60000000000002,104.60000000000002,1,1,1.0
13,6,0.0,192.75,2.2,26.0,1,1,1.0
14,1,306.91,0.23,397.50999999999993,111.64,1,1,1.0
14,2,93.1,0.21,223.34,61.79,1,1,1.0
14,5,736.1,151.62,223.89999999999998,121.68,1,1,1.0
14,6,0.0,176.9,16.3,49.0,1,1,1.0
15,1,306.83,0.23,397.53000000000003,111.52,1,1,1.0
15,2,93.17,0.21,223.14,61.68,1,1,1.0
15,5,696.6,143.75,263.4,118.45999999999998,1,1,1.0
15,6,0.0,164.5,32.8,74.4,1,1,1.0
16,1,306.76,0.23,397.54999999999995,111.39,1,1,1.0
16,2,93.24,0.2,222.94,61.58,1,1,1.0
16,5,657.1,135.88,273.1,115.24000000000001,1,1,1.0
16,6,0.0,167.3,51.5,85.79999999999998,1,1,1.0
17,1,306.68,0.23,397.57,111.27,1,1,1.0
17,2,93.3,0.2,222.75,61.47,1,1,1.0
17,5,617.6,128.0,265.0,112.03999999999999,1,1,1.0
17,6,0.0,164.6,72.1,102.70000000000002,1,1,1.0
18,1,306.6,0.23,397.6,111.14,1,1,1.0
18,2,93.37,0.19,222.55,61.370000000000005,1,1,1.0
18,5,583.56,122.17,255.57000000000005,108.99,1,1,1.0
18,6,0.0,167.0,92.8,114.5,1,1,1.0
19,1,306.52,0.23,397.62,111.02,1,1,1.0
19,2,93.44,0.19,222.36,61.260000000000005,1,1,1.0
19,5,549.53,116.33,246.14,105.95,1,1,1.0
19,6,0.0,173.4,115.7,120.36999999999998,1,1,1.0
20,1,306.45,0.23,397.63000000000005,110.89,1,1,1.0
20,2,93.51,0.18,222.16000000000003,61.160000000000004,1,1,1.0
20,5,515.49,110.5,236.71000000000004,102.9,1,1,1.0
20,6,0.0,180.8,140.4,126.68,1,1,1.0
21,1,306.37,0.23,397.65999999999997,110.75999999999999,1,1,1.0
21,2,93.58,0.18,221.96000000000004,61.05,1,1,1.0
21,5,485.89,106.18,227.71000000000004,98.37,1,1,1.0
21,6,0.0,189.1,164.6,132.1,1,1,1.0
22,1,306.29,0.23,397.68,110.64,1,1,1.0
22,2,93.65,0.18,221.76000000000002,60.94,1,1,1.0
22,5,456.3,101.86,221.7,93.83999999999999,1,1,1.0
22,6,0.1,197.6,193.9,138.70000000000002,1,1,1.0
23,1,306.21,0.23,397.71,110.50999999999999,1,1,1.0
23,2,93.72,0.17,221.55999999999997,60.839999999999996,1,1,1.0
23,5,426.7,97.54,214.2,92.04,1,1,1.0
23,6,12.9,206.83,212.4,146.36999999999998,1,1,1.0
24,1,306.14,0.23,397.72,110.39,1,1,1.0
24,2,93.79,0.17,221.35999999999996,60.73,1,1,1.0
24,5,403.66,93.22,201.73999999999995,88.41999999999999,1,1,1.0
24,6,33.1,215.7,225.6,154.7,1,1,1.0
25,1,306.06,0.23,397.73999999999995,110.25999999999999,1,1,1.0
25,2,93.86,0.16,221.15999999999997,60.620000000000005,1,1,1.0
25,5,375.7,88.9,198.00000000000006,84.79999999999998,1,1,1.0
25,6,59.3,225.9,238.59999999999997,162.9,1,1,1.0
26,1,305.98,0.23,397.77,110.14,1,1,1.0
26,2,93.93,0.16,220.95999999999998,60.510000000000005,1,1,1.0
26,5,353.23,84.48,190.43999999999994,83.05,1,1,1.0
26,6,83.7,237.9,254.10000000000002,172.29999999999998,1,1,1.0
27,1,305.9,0.23,397.7900000000001,110.00999999999999,1,1,1.0
27,2,93.99,0.15,220.76999999999998,60.410000000000004,1,1,1.0
27,5,330.77,80.05,182.86,81.32000000000001,1,1,1.0
27,6,111.1,248.4,274.6,187.49999999999997,1,1,1.0
28,1,305.83,0.23,397.81,109.89,1,1,1.0
28,2,94.06,0.15,220.57,60.300000000000004,1,1,1.0
28,5,308.3,75.63,175.3,79.57,1,1,1.0
28,6,139.6,262.7,297.6,198.0,1,1,1.0
29,1,305.75,0.23,397.83000000000004,109.75999999999999,1,1,1.0
29,2,94.13,0.14,220.38,60.2,1,1,1.0
29,5,288.2,72.32,170.7,77.63,1,1,1.0
29,7,911.71,188.03,48.08999999999992,63.99000000000001,1,1,1.0
29,6,173.7,274.8,318.90000000000003,213.5,1,1,1.0
30,1,305.67,0.23,397.84999999999997,109.63,1,1,1.0
30,2,94.2,0.14,220.18,60.089999999999996,1,1,1.0
30,5,268.1,69.0,166.09999999999997,75.69999999999999,1,1,1.0
30,7,863.1,171.9,96.89999999999998,73.1,1,1,1.0
30,6,209.3,292.33,347.8,229.46999999999997,1,1,1.0
31,1,305.59,0.23,397.88000000000005,109.50999999999999,1,1,1.0
31,2,94.27,0.14,219.98000000000002,59.98,1,1,1.0
31,5,250.9,66.58,156.9,72.72000000000001,1,1,1.0
31,7,815.5,154.0,144.5,90.1,1,1,1.0
31,6,249.7,309.85,376.59999999999997,230.14999999999998,1,1,1.0
32,1,305.52,0.23,397.89,109.38,1,1,1.0
32,2,94.34,0.13,219.78,59.879999999999995,1,1,1.0
32,5,231.9,64.16,152.6,70.97999999999999,1,1,1.0
32,7,770.0,138.2,190.0,118.0,1,1,1.0
32,6,298.4,327.38,400.9,212.62,1,1,1.0
33,1,305.44,0.23,397.92,109.25999999999999,1,1,1.0
33,2,94.41,0.13,219.58,59.769999999999996,1,1,1.0
33,5,213.4,61.23,150.70000000000002,69.23000000000002,1,1,1.0
33,7,728.5,130.62,231.5,114.19999999999999,1,1,1.0
33,6,348.7,344.9,427.90000000000003,194.80000000000007,1,1,1.0
34,1,305.36,0.23,397.93999999999994,109.13,1,1,1.0
34,2,94.48,0.12,219.38,59.67,1,1,1.0
34,5,198.0,58.3,143.89999999999998,67.48,1,1,1.0
34,7,687.95,123.05,253.8499999999999,110.39999999999999,1,1,1.0
34,6,404.6,370.87,449.1,168.92999999999995,1,1,1.0
35,1,305.28,0.23,397.96000000000004,109.00999999999999,1,1,1.0
35,2,94.55,0.12,219.18,59.56,1,1,1.0
35,5,182.4,55.84,139.99999999999997,65.25999999999999,1,1,1.0
35,7,647.4,115.48,244.20000000000005,106.60000000000001,1,1,1.0
35,6,472.3,396.84,441.40000000000003,143.06,1,1,1.0
36,1,305.21,0.23,397.9800000000001,108.88,1,1,1.0
36,2,94.62,0.11,218.98000000000002,59.46,1,1,1.0
36,5,168.22,53.07,135.08,64.91999999999999,1,1,1.0
36,7,612.7,107.9,229.79999999999995,102.79999999999998,1,1,1.0
36,6,542.4,422.81,400.20000000000005,117.19,1,1,1.0
37,1,305.13,0.23,398.0,108.75999999999999,1,1,1.0
37,2,94.69,0.11,218.78000000000003,59.35,1,1,1.0
37,5,152.3,50.3,131.5,63.400000000000006,1,1,1.0
37,7,578.93,102.5,222.57000000000005,98.69999999999999,1,1,1.0
37,6,624.8,450.6,335.20000000000005,89.39999999999998,1,1,1.0
38,1,305.05,0.23,398.03000000000003,108.63,1,1,1.0
38,2,94.75,0.11,218.58999999999997,59.24,1,1,1.0
38,5,139.32,48.75,127.28000000000003,61.099999999999994,1,1,1.0
38,7,545.17,97.1,215.33000000000004,94.6,1,1,1.0
38,6,738.05,483.7,221.95000000000005,56.30000000000001,1,1,1.0
39,1,304.97,0.23,398.04999999999995,108.50999999999999,1,1,1.0
39,2,94.82,0.1,218.40000000000003,59.14,1,1,1.0
39,5,126.34,47.2,123.06,58.8,1,1,1.0
39,7,511.4,91.7,208.10000000000002,90.49999999999999,1,1,1.0
39,6,851.3,516.8,108.70000000000005,23.200000000000045,1,1,1.0
40,1,304.89,0.23,398.07000000000005,108.38,1,1,1.0
40,2,94.89,0.1,218.2,59.03,1,1,1.0
40,5,113.33,45.3,120.50000000000001,57.58,1,1,1.0
40,7,482.58,88.35,200.12000000000006,86.22,1,1,1.0
41,1,304.82,0.23,398.09,108.25,1,1,1.0
41,2,94.96,0.09,218.0,58.93,1,1,1.0
41,5,100.31,43.4,117.96000000000001,56.35,1,1,1.0
41,7,453.75,85.0,192.14999999999998,81.93,1,1,1.0
42,1,304.74,0.23,398.11,108.13,1,1,1.0
42,2,95.03,0.09,217.79999999999998,58.81999999999999,1,1,1.0
42,5,87.3,41.5,115.39999999999999,55.129999999999995,1,1,1.0
42,7,424.92,81.65,184.18,77.65,1,1,1.0
43,1,304.66,0.23,398.13999999999993,108.0,1,1,1.0
43,2,95.1,0.08,217.6,58.72,1,1,1.0
43,5,76.1,39.6,111.0,53.9,1,1,1.0
43,7,396.1,78.3,180.5,75.2,1,1,1.0
44,1,304.58,0.23,398.16,107.88,1,1,1.0
44,2,94.69,0.08,218.26,58.71,1,1,1.0
44,5,64.7,36.2,108.3,54.78999999999999,1,1,1.0
44,7,373.1,72.55,174.23000000000002,75.3,1,1,1.0
45,1,304.51,0.23,398.16999999999996,107.75,1,1,1.0
45,2,94.28,0.08,218.92,58.71,1,1,1.0
45,5,53.5,34.55,107.19999999999999,53.92,1,1,1.0
45,7,350.1,66.8,167.94999999999993,75.39999999999999,1,1,1.0
46,1,304.43,0.23,398.2,107.63,1,1,1.0
46,2,93.86,0.07,219.58999999999997,58.71,1,1,1.0
46,5,42.8,32.9,104.3,53.059999999999995,1,1,1.0
46,7,327.1,61.05,161.67999999999995,75.50000000000001,1,1,1.0
47,1,304.35,0.23,398.22,107.5,1,1,1.0
47,2,93.45,0.07,220.25,58.71,1,1,1.0
47,5,32.0,31.25,103.1,52.19,1,1,1.0
47,7,304.1,55.3,155.39999999999998,75.60000000000001,1,1,1.0
48,1,304.34,0.23,398.24000000000007,107.38,1,1,1.0
48,2,93.04,0.06,220.90999999999997,58.71,1,1,1.0
48,5,22.0,29.6,100.5,51.330000000000005,1,1,1.0
48,7,284.53,52.77,150.70000000000005,73.6,1,1,1.0
49,1,304.33,0.23,398.26000000000005,107.25,1,1,1.0
49,2,92.63,0.06,221.57,58.699999999999996,1,1,1.0
49,5,13.35,27.95,97.45,50.459999999999994,1,1,1.0
49,7,264.97,50.23,146.0,71.6,1,1,1.0
50,1,304.32,0.23,398.28000000000003,107.11999999999999,1,1,1.0
50,2,92.22,0.05,222.23999999999998,58.71,1,1,1.0
50,5,4.7,26.3,94.39999999999999,49.60000000000001,1,1,1.0
50,7,245.4,47.7,141.29999999999998,69.6,1,1,1.0
51,1,304.3,0.23,398.31,107.0,1,1,1.0
51,2,91.81,0.05,222.89999999999998,58.7,1,1,1.0
51,5,0.0,25.6,89.86,48.18,1,1,1.0
51,7,228.15,45.2,136.95000000000002,68.27,1,1,1.0
52,1,304.29,0.23,398.33,106.86999999999999,1,1,1.0
52,2,91.39,0.04,223.57,58.71,1,1,1.0
52,5,0.0,21.7,78.2,49.0,1,1,1.0
52,7,210.9,42.7,132.6,66.92999999999999,1,1,1.0
53,1,304.28,0.23,398.35,106.75,1,1,1.0
53,2,90.98,0.04,224.22999999999996,58.7,1,1,1.0
53,5,0.01,21.0,69.25,47.7,1,1,1.0
53,7,195.7,40.2,127.80000000000001,65.6,1,1,1.0
54,1,304.27,0.23,398.37,106.61999999999999,1,1,1.0
54,2,90.57,0.04,224.89,58.7,1,1,1.0
54,5,0.03,20.6,59.37,46.1,1,1,1.0
54,7,180.53,39.4,124.36999999999998,63.27,1,1,1.0
55,1,304.26,0.23,398.39,106.5,1,1,1.0
55,2,90.16,0.03,225.54999999999998,58.699999999999996,1,1,1.0
55,5,0.04,18.6,50.58,46.1,1,1,1.0
55,7,165.37,37.5,120.93,62.03,1,1,1.0
56,1,304.25,0.23,398.40999999999997,106.36999999999999,1,1,1.0
56,2,89.75,0.03,226.20999999999998,58.69,1,1,1.0
56,5,0.05,19.4,40.85,43.300000000000004,1,1,1.0
56,7,150.2,36.8,117.5,59.60000000000001,1,1,1.0
57,1,304.24,0.23,398.42999999999995,106.25,1,1,1.0
57,2,89.33,0.02,226.88,58.699999999999996,1,1,1.0
57,5,0.06,18.4,31.34,42.300000000000004,1,1,1.0
57,7,137.62,34.1,113.96000000000001,60.050000000000004,1,1,1.0
58,1,304.22,0.23,398.4599999999999,106.11999999999999,1,1,1.0
58,2,88.92,0.02,227.53999999999996,58.69,1,1,1.0
58,5,0.08,21.87,23.090000000000003,36.83,1,1,1.0
58,7,125.05,33.2,110.39999999999999,58.7,1,1,1.0
59,1,304.21,0.23,398.4800000000001,106.0,1,1,1.0
59,2,88.51,0.01,228.2,58.7,1,1,1.0
59,5,0.09,25.33,14.84,31.370000000000005,1,1,1.0
59,7,112.47,32.3,106.85,57.35000000000001,1,1,1.0
